geo,Sector_name,OBS_VALUE,TIME_PERIOD
ES,4.D.2 - Land converted to wetlands,-126.43317,2005.0
ES,4.D.2 - Land converted to wetlands,-77.94554,2007.0
ES,4.G - Harvested Wood Products,-2129.87858,1991.0
ES,4.G - Harvested Wood Products,-2181.7788,1995.0
ES,4.G - Harvested Wood Products,-3396.34696,2000.0
ES,4.G - Harvested Wood Products,-42.08088,2013.0
ES,4.G - Harvested Wood Products,-1703.78826,2016.0
ES,4.G - Harvested Wood Products,-2561.19986,2017.0
ES,4.G - Harvested Wood Products,-2488.35601,2021.0
ES,4.G - Harvested Wood Products,-2724.97193,2022.0
ES,4.G - Harvested Wood Products,-2540.77451,2023.0
DE,4.A - Forest Land,-84165.80761,1992.0
DE,4.A - Forest Land,-67865.76158,2001.0
DE,4.A - Forest Land,-48128.57814,2009.0
DE,4.A - Forest Land,-44299.57602,2017.0
DE,4.A.1 - Forest Land remaining forest land,-25567.9169,1990.0
DE,4.A.2 - Land converted to forest land,-528.35252,2021.0
DE,4.C.2 - Land converted to grassland,-2609.64812,2014.0
DE,4.C.2 - Land converted to grassland,-2472.72056,2015.0
DE,4.C.2 - Land converted to grassland,-2566.27445,2023.0
DE,4.E - Settlements,-1235.77015,2014.0
DE,4.E.2 - Land converted to settlements,-647.56253,2000.0
DE,4.E.2 - Land converted to settlements,-3595.01799,2007.0
DE,4.E.2 - Land converted to settlements,-2696.32017,2013.0
DE,4.E.2 - Land converted to settlements,-2329.64604,2019.0
DE,4.G - Harvested Wood Products,-7070.77807,2000.0
DE,4.G - Harvested Wood Products,-2492.11815,2017.0
DE,4.G - Harvested Wood Products,-7463.82061,2020.0
DK,4.A - Forest Land,-1267.25002,1993.0
DK,4.A - Forest Land,-1273.66368,1996.0
DK,4.A - Forest Land,-1174.92012,2002.0
DK,4.A - Forest Land,-1103.51513,2003.0
DK,4.A - Forest Land,-934.5155,2006.0
DK,4.A - Forest Land,-2242.78514,2010.0
DK,4.A - Forest Land,-2136.46278,2020.0
DK,4.A.1 - Forest Land remaining forest land,-686.41761,2004.0
DE,4.A - Forest Land,-69946.61781,1999.0
DE,4.A - Forest Land,-50454.16764,2008.0
DE,4.A.1 - Forest Land remaining forest land,-49424.73486,2008.0
DE,4.A.1 - Forest Land remaining forest land,-52018.08764,2013.0
DE,4.A.2 - Land converted to forest land,-1212.3919,2015.0
DK,4.A.1 - Forest Land remaining forest land,-588.50497,2005.0
DK,4.A.2 - Land converted to forest land,-189.86317,1996.0
DK,4.A.2 - Land converted to forest land,-191.31043,1997.0
DK,4.A.2 - Land converted to forest land,-194.48102,1999.0
DK,4.A.2 - Land converted to forest land,-338.1813,2002.0
DK,4.A.2 - Land converted to forest land,-340.4523,2003.0
DK,4.A.2 - Land converted to forest land,-343.61045,2004.0
DE,4.C.2 - Land converted to grassland,-2820.14672,2008.0
DE,4.C.2 - Land converted to grassland,-2728.8864,2013.0
DE,4.E.2 - Land converted to settlements,-652.5649,1990.0
DE,4.E.2 - Land converted to settlements,-625.00385,1991.0
DE,4.E.2 - Land converted to settlements,-637.51968,1993.0
DE,4.E.2 - Land converted to settlements,-625.50095,1997.0
DE,4.E.2 - Land converted to settlements,-3833.85496,2011.0
DE,4.E.2 - Land converted to settlements,-2657.77891,2018.0
DK,4.G - Harvested Wood Products,-51.29754,1992.0
DK,4.G - Harvested Wood Products,-116.10824,1995.0
DK,4.G - Harvested Wood Products,-84.55899,2019.0
DK,4.G - Harvested Wood Products,-111.02636,2023.0
DE,4.G - Harvested Wood Products,-2681.08894,1995.0
DE,4.G - Harvested Wood Products,-14932.73909,2005.0
DE,4.G - Harvested Wood Products,-15963.85862,2007.0
DE,4.G - Harvested Wood Products,-2749.25278,2012.0
DE,4.G - Harvested Wood Products,-7589.69415,2021.0
EE,4.A - Forest Land,-5622.51943,1990.0
EE,4.A - Forest Land,-5625.60421,1991.0
EE,4.A - Forest Land,-5505.58009,1994.0
EE,4.A - Forest Land,-5511.42967,1995.0
EE,4.A - Forest Land,-1147.68915,2002.0
EE,4.A - Forest Land,-1345.24955,2013.0
EE,4.A - Forest Land,-413.59591,2021.0
EE,4.A.1 - Forest Land remaining forest land,-5586.91738,1992.0
EE,4.A.1 - Forest Land remaining forest land,-5417.48315,1994.0
EE,4.A.1 - Forest Land remaining forest land,-5372.18998,1996.0
EE,4.A.1 - Forest Land remaining forest land,-5347.00152,1997.0
EE,4.A.1 - Forest Land remaining forest land,-1622.54085,2012.0
EE,4.A.2 - Land converted to forest land,-327.22148,2017.0
EE,4.C - Grassland,-136.05796,1996.0
EE,4.C - Grassland,-260.01432,2009.0
EE,4.C - Grassland,-266.38964,2013.0
EE,4.C - Grassland,-216.2897,2017.0
EE,4.C - Grassland,-189.29178,2020.0
EE,4.C.1 - Grassland remaining grassland,-119.22526,1990.0
EE,4.C.1 - Grassland remaining grassland,-106.33987,2006.0
EE,4.C.1 - Grassland remaining grassland,-102.31195,2008.0
EE,4.C.1 - Grassland remaining grassland,-100.55669,2009.0
EE,4.C.1 - Grassland remaining grassland,-95.76161,2019.0
EE,4.C.2 - Land converted to grassland,-11.99645,1995.0
EE,4.C.2 - Land converted to grassland,-20.8243,1996.0
EE,4.C.2 - Land converted to grassland,-46.48349,1998.0
EE,4.C.2 - Land converted to grassland,-97.85521,2002.0
EE,4.C.2 - Land converted to grassland,-134.75265,2006.0
EE,4.C.2 - Land converted to grassland,-140.09105,2007.0
EE,4.C.2 - Land converted to grassland,-86.03177,2022.0
EE,4.G - Harvested Wood Products,-156.274,1990.0
EE,4.G - Harvested Wood Products,-1157.39154,2002.0
EE,4.G - Harvested Wood Products,-608.40637,2005.0
EE,4.G - Harvested Wood Products,-764.91945,2014.0
EE,4.G - Harvested Wood Products,-662.8856,2022.0
DK,4.A - Forest Land,-1217.36859,1990.0
DK,4.A - Forest Land,-1270.69653,1995.0
DK,4.A - Forest Land,-1282.87626,1999.0
DK,4.A - Forest Land,-3568.08008,2012.0
DK,4.A - Forest Land,-3066.49996,2016.0
DK,4.A.1 - Forest Land remaining forest land,-1083.80051,1996.0
DK,4.A.1 - Forest Land remaining forest land,-908.59468,2001.0
DK,4.A.1 - Forest Land remaining forest land,-763.06283,2003.0
DK,4.A.2 - Land converted to forest land,-1074.34897,1994.0
DK,4.A.2 - Land converted to forest land,-336.30074,2000.0
DK,4.A.2 - Land converted to forest land,-1325.00085,2014.0
DK,4.A.2 - Land converted to forest land,-1178.01771,2020.0
DK,4.G - Harvested Wood Products,-134.76214,1996.0
DK,4.G - Harvested Wood Products,-171.56225,2015.0
DK,4.G - Harvested Wood Products,-46.19344,2018.0
DK,4.A - Forest Land,-3390.13535,2022.0
DK,4.A.1 - Forest Land remaining forest land,-954.09355,2008.0
DK,4.A.1 - Forest Land remaining forest land,-2085.21261,2013.0
DK,4.A.1 - Forest Land remaining forest land,-1837.6793,2016.0
DK,4.A.1 - Forest Land remaining forest land,-890.95035,2019.0
DK,4.A.2 - Land converted to forest land,-1021.68482,1990.0
DK,4.A.2 - Land converted to forest land,-1069.59359,1992.0
DK,4.A.2 - Land converted to forest land,-344.99235,2005.0
DK,4.G - Harvested Wood Products,-2.36607,1990.0
ES,4.A - Forest Land,-36368.35585,1990.0
ES,4.A - Forest Land,-38888.40162,1996.0
ES,4.A - Forest Land,-40120.85047,1998.0
ES,4.A - Forest Land,-47284.9979,2013.0
ES,4.A - Forest Land,-45527.78806,2022.0
ES,4.A.1 - Forest Land remaining forest land,-23514.85184,1996.0
ES,4.A.1 - Forest Land remaining forest land,-27641.23954,2001.0
ES,4.A.1 - Forest Land remaining forest land,-26239.06402,2004.0
ES,4.A.1 - Forest Land remaining forest land,-27586.69524,2006.0
ES,4.A.1 - Forest Land remaining forest land,-30498.88858,2016.0
ES,4.A.1 - Forest Land remaining forest land,-31666.88158,2020.0
DK,4.G - Harvested Wood Products,-265.58724,1993.0
DK,4.G - Harvested Wood Products,-93.65642,2013.0
EU27_2020,4.A - Forest Land,-437264.95314,1995.0
EU27_2020,4.A - Forest Land,-431186.12779,2011.0
EU27_2020,4.A - Forest Land,-406261.57473,2014.0
ES,4.A.2 - Land converted to forest land,-16989.23078,2005.0
ES,4.A.2 - Land converted to forest land,-16617.39287,2018.0
ES,4.B - Cropland,-3135.07069,2017.0
ES,4.B - Cropland,-3138.11235,2018.0
ES,4.B.1 - Cropland remaining cropland,-317.59466,1992.0
ES,4.B.1 - Cropland remaining cropland,-442.37521,1994.0
ES,4.B.1 - Cropland remaining cropland,-902.62447,2001.0
ES,4.B.1 - Cropland remaining cropland,-844.03043,2009.0
ES,4.B.1 - Cropland remaining cropland,-2633.83356,2010.0
ES,4.B.1 - Cropland remaining cropland,-2964.83705,2011.0
ES,4.B.1 - Cropland remaining cropland,-4190.60868,2017.0
ES,4.B.1 - Cropland remaining cropland,-4150.11296,2018.0
ES,4.B.1 - Cropland remaining cropland,-4226.88275,2022.0
ES,4.C - Grassland,-1069.3311,2005.0
ES,4.C - Grassland,-952.13192,2021.0
ES,4.C.2 - Land converted to grassland,-1560.23049,2007.0
ES,4.C.2 - Land converted to grassland,-1311.64954,2012.0
ES,4.D - Wetlands,-112.02068,1990.0
ES,4.D - Wetlands,-117.66065,1992.0
ES,4.D - Wetlands,-120.92105,1995.0
ES,4.D - Wetlands,-135.30785,2001.0
ES,4.D - Wetlands,-69.067,2009.0
ES,4.D - Wetlands,-107.37553,2011.0
ES,4.D - Wetlands,-112.70321,2012.0
ES,4.D - Wetlands,-115.89282,2013.0
ES,4.D - Wetlands,-109.45153,2014.0
ES,4.D - Wetlands,-56.20892,2020.0
ES,4.D.2 - Land converted to wetlands,-142.47457,1992.0
ES,4.D.2 - Land converted to wetlands,-142.28548,1995.0
ES,4.D.2 - Land converted to wetlands,-142.15943,1997.0
ES,4.D.2 - Land converted to wetlands,-119.31596,2006.0
ES,4.D.2 - Land converted to wetlands,-94.90423,2009.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-373524.41373,1994.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-369685.16766,2005.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-382043.24507,2008.0
EU27_2020,4.A.2 - Land converted to forest land,-55367.26829,1995.0
EU27_2020,4.A.2 - Land converted to forest land,-56475.50288,1999.0
EU27_2020,4.A.2 - Land converted to forest land,-56048.73404,2020.0
EU27_2020,4.C.2 - Land converted to grassland,-8169.15562,1990.0
EU27_2020,4.C.2 - Land converted to grassland,-11306.86409,1995.0
EU27_2020,4.C.2 - Land converted to grassland,-9922.23598,1998.0
EU27_2020,4.C.2 - Land converted to grassland,-10473.97411,2000.0
EU27_2020,4.C.2 - Land converted to grassland,-12548.55948,2012.0
EU27_2020,4.C.2 - Land converted to grassland,-19255.53777,2020.0
ES,4.D.2 - Land converted to wetlands,-158.88279,2016.0
ES,4.G - Harvested Wood Products,-1626.63934,1993.0
ES,4.G - Harvested Wood Products,-3792.81713,2004.0
ES,4.G - Harvested Wood Products,-3307.9033,2005.0
ES,4.G - Harvested Wood Products,-241.99216,2011.0
EU27_2020,4.G - Harvested Wood Products,-17149.00682,1991.0
EU27_2020,4.G - Harvested Wood Products,-27147.60659,1995.0
EU27_2020,4.G - Harvested Wood Products,-49065.45489,2003.0
ES,4.A - Forest Land,-36467.12455,1991.0
ES,4.A - Forest Land,-36884.03878,1994.0
ES,4.A - Forest Land,-38299.73338,1995.0
ES,4.A - Forest Land,-41202.81927,1999.0
ES,4.A - Forest Land,-42832.56221,2000.0
ES,4.A - Forest Land,-43207.51134,2002.0
ES,4.A - Forest Land,-43109.90501,2004.0
ES,4.A - Forest Land,-46646.01268,2011.0
ES,4.A - Forest Land,-47218.19937,2019.0
ES,4.A.1 - Forest Land remaining forest land,-22329.51241,1990.0
ES,4.A.1 - Forest Land remaining forest land,-27401.65961,2005.0
ES,4.A.1 - Forest Land remaining forest land,-31357.39336,2019.0
ES,4.A.1 - Forest Land remaining forest land,-32513.4175,2023.0
ES,4.A.2 - Land converted to forest land,-17621.94686,2010.0
ES,4.A.2 - Land converted to forest land,-16698.22918,2017.0
ES,4.A.2 - Land converted to forest land,-15860.80601,2019.0
ES,4.A.2 - Land converted to forest land,-15227.75389,2020.0
ES,4.B.1 - Cropland remaining cropland,-195.00099,1990.0
ES,4.B.1 - Cropland remaining cropland,-243.48613,1991.0
ES,4.B.1 - Cropland remaining cropland,-781.25864,1999.0
ES,4.B.1 - Cropland remaining cropland,-1373.39804,2014.0
ES,4.B.1 - Cropland remaining cropland,-4366.11255,2021.0
ES,4.C - Grassland,-763.5828,1995.0
ES,4.C - Grassland,-1267.70829,2001.0
ES,4.C - Grassland,-1313.47916,2009.0
ES,4.C - Grassland,-982.06448,2012.0
ES,4.C.2 - Land converted to grassland,-759.64522,1991.0
ES,4.C.2 - Land converted to grassland,-1058.87399,1995.0
ES,4.C.2 - Land converted to grassland,-1420.86388,2013.0
ES,4.C.2 - Land converted to grassland,-1165.21991,2019.0
ES,4.C.2 - Land converted to grassland,-1087.92898,2021.0
ES,4.D - Wetlands,-122.8092,1999.0
ES,4.D - Wetlands,-122.65536,2010.0
ES,4.D - Wetlands,-109.12637,2016.0
ES,4.D - Wetlands,-95.82099,2018.0
ES,4.D.2 - Land converted to wetlands,-147.78106,2002.0
ES,4.D.2 - Land converted to wetlands,-151.25958,2010.0
ES,4.D.2 - Land converted to wetlands,-139.72975,2012.0
ES,4.D.2 - Land converted to wetlands,-136.69391,2018.0
ES,4.D.2 - Land converted to wetlands,-93.13297,2022.0
ES,4.G - Harvested Wood Products,-2071.57441,1996.0
ES,4.G - Harvested Wood Products,-2967.70669,1999.0
ES,4.G - Harvested Wood Products,-3874.34007,2006.0
ES,4.G - Harvested Wood Products,-2244.88329,2008.0
ES,4.A - Forest Land,-37321.26597,1992.0
ES,4.A - Forest Land,-44390.89039,2005.0
ES,4.A - Forest Land,-46399.62242,2010.0
ES,4.A.1 - Forest Land remaining forest land,-22651.98906,1994.0
ES,4.A.1 - Forest Land remaining forest land,-28246.06179,2008.0
ES,4.A.2 - Land converted to forest land,-15373.54979,1996.0
ES,4.A.2 - Land converted to forest land,-16257.44388,2001.0
ES,4.A.2 - Land converted to forest land,-16870.84098,2004.0
ES,4.A.2 - Land converted to forest land,-17595.31206,2008.0
ES,4.A.2 - Land converted to forest land,-17651.30886,2013.0
ES,4.A.2 - Land converted to forest land,-17708.15599,2014.0
ES,4.A.2 - Land converted to forest land,-17277.12318,2016.0
ES,4.A.2 - Land converted to forest land,-14469.50038,2021.0
ES,4.B - Cropland,-3394.82087,2021.0
ES,4.B - Cropland,-3671.66825,2023.0
ES,4.B.1 - Cropland remaining cropland,-1028.64969,2003.0
ES,4.B.1 - Cropland remaining cropland,-1836.29597,2012.0
ES,4.B.1 - Cropland remaining cropland,-3586.81036,2015.0
ES,4.C - Grassland,-1002.53039,1997.0
ES,4.C.2 - Land converted to grassland,-803.56334,1994.0
ES,4.C.2 - Land converted to grassland,-1203.63309,1996.0
ES,4.C.2 - Land converted to grassland,-1452.93156,2003.0
ES,4.C.2 - Land converted to grassland,-1319.76531,2017.0
ES,4.D - Wetlands,-124.55232,1996.0
ES,4.D - Wetlands,-56.18908,2021.0
ES,4.D - Wetlands,-55.19962,2023.0
ES,4.D.2 - Land converted to wetlands,-145.91418,2014.0
ES,4.G - Harvested Wood Products,-1829.13048,1994.0
ES,4.G - Harvested Wood Products,-394.45714,2009.0
ES,4.G - Harvested Wood Products,-367.80171,2010.0
ES,4.G - Harvested Wood Products,-1836.35616,2015.0
ES,4.G - Harvested Wood Products,-1919.28275,2020.0
EE,4.A - Forest Land,-5626.51987,1992.0
EE,4.A - Forest Land,-5522.23904,1997.0
EE,4.A - Forest Land,-2043.34547,2012.0
EE,4.A.1 - Forest Land remaining forest land,-5604.36821,1991.0
EE,4.A.2 - Land converted to forest land,-39.60249,1992.0
EE,4.A.2 - Land converted to forest land,-144.5346,1996.0
EE,4.A.2 - Land converted to forest land,-326.59563,2003.0
EE,4.A.2 - Land converted to forest land,-383.01425,2006.0
EE,4.A.2 - Land converted to forest land,-420.80462,2012.0
EE,4.A.2 - Land converted to forest land,-248.58132,2022.0
EE,4.C - Grassland,-119.62667,1993.0
EE,4.C - Grassland,-226.13714,2004.0
EE,4.C - Grassland,-250.07663,2008.0
EE,4.C.1 - Grassland remaining grassland,-118.80912,1991.0
EE,4.C.1 - Grassland remaining grassland,-112.79735,1999.0
EE,4.C.2 - Land converted to grassland,-0.33719,1990.0
EE,4.C.2 - Land converted to grassland,-111.06409,2003.0
EE,4.C.2 - Land converted to grassland,-147.76468,2008.0
EE,4.G - Harvested Wood Products,-28.75247,1995.0
EE,4.G - Harvested Wood Products,-411.80902,1997.0
EE,4.G - Harvested Wood Products,-1106.31911,2001.0
EE,4.G - Harvested Wood Products,-1100.76353,2003.0
EE,4.G - Harvested Wood Products,-1058.15811,2017.0
FI,4.A - Forest Land,-33120.2421,2012.0
FI,4.A.1 - Forest Land remaining forest land,-28663.00285,1990.0
FI,4.A.1 - Forest Land remaining forest land,-27827.38449,1997.0
FI,4.A.1 - Forest Land remaining forest land,-25506.33947,1998.0
FI,4.A.1 - Forest Land remaining forest land,-29283.72984,2003.0
FI,4.A.2 - Land converted to forest land,-2.85464,1991.0
FI,4.A.2 - Land converted to forest land,-344.31791,2004.0
FI,4.A.2 - Land converted to forest land,-342.09305,2006.0
FI,4.G - Harvested Wood Products,-6725.21,1998.0
FI,4.G - Harvested Wood Products,-6483.279,1999.0
FI,4.G - Harvested Wood Products,-4549.615,2002.0
FI,4.G - Harvested Wood Products,-5609.677,2007.0
EE,4.A - Forest Land,-3881.0741,1999.0
EE,4.A - Forest Land,-2965.12044,2005.0
EE,4.A - Forest Land,-5339.1672,2008.0
EE,4.A - Forest Land,-3703.1254,2011.0
EE,4.A - Forest Land,-1594.75616,2022.0
EE,4.A.1 - Forest Land remaining forest land,-5614.43813,1990.0
EE,4.A.1 - Forest Land remaining forest land,-5569.83751,1993.0
EE,4.A.1 - Forest Land remaining forest land,-2533.26756,2000.0
EE,4.A.1 - Forest Land remaining forest land,-975.29301,2004.0
EE,4.A.1 - Forest Land remaining forest land,-5305.06279,2007.0
EE,4.A.2 - Land converted to forest land,-305.88603,2002.0
EE,4.A.2 - Land converted to forest land,-415.32692,2008.0
EE,4.A.2 - Land converted to forest land,-430.71222,2010.0
EE,4.A.2 - Land converted to forest land,-428.10296,2011.0
EE,4.A.2 - Land converted to forest land,-406.65502,2013.0
EE,4.C - Grassland,-128.0727,1995.0
EE,4.C - Grassland,-241.09252,2006.0
EE,4.C - Grassland,-257.19793,2014.0
EE,4.C - Grassland,-197.55063,2019.0
EE,4.C - Grassland,-181.12264,2021.0
EE,4.C.1 - Grassland remaining grassland,-115.23367,1996.0
EE,4.C.1 - Grassland remaining grassland,-112.14427,2000.0
EE,4.C.1 - Grassland remaining grassland,-110.45873,2003.0
EE,4.C.1 - Grassland remaining grassland,-109.61158,2004.0
EE,4.C.1 - Grassland remaining grassland,-95.72948,2014.0
EE,4.C.1 - Grassland remaining grassland,-95.76413,2017.0
EE,4.C.2 - Land converted to grassland,-0.40101,1992.0
EE,4.C.2 - Land converted to grassland,-5.91501,1994.0
EE,4.C.2 - Land converted to grassland,-163.49577,2010.0
EE,4.C.2 - Land converted to grassland,-170.24813,2013.0
EE,4.G - Harvested Wood Products,-434.15864,1998.0
EE,4.G - Harvested Wood Products,-820.65384,2004.0
EE,4.G - Harvested Wood Products,-509.49149,2009.0
EE,4.G - Harvested Wood Products,-652.21675,2012.0
EE,4.G - Harvested Wood Products,-971.52554,2019.0
EE,4.A.1 - Forest Land remaining forest land,-5396.38482,1995.0
EE,4.A.1 - Forest Land remaining forest land,-4979.04472,2006.0
EE,4.A.1 - Forest Land remaining forest land,-5245.43769,2009.0
EE,4.A.1 - Forest Land remaining forest land,-4699.69044,2010.0
EE,4.A.1 - Forest Land remaining forest land,-938.59454,2013.0
EE,4.A.1 - Forest Land remaining forest land,-193.96805,2014.0
EE,4.A.2 - Land converted to forest land,-8.0813,1990.0
EE,4.A.2 - Land converted to forest land,-21.23601,1991.0
EE,4.A.2 - Land converted to forest land,-63.67235,1993.0
EE,4.A.2 - Land converted to forest land,-400.69436,2007.0
EE,4.A.2 - Land converted to forest land,-271.17607,2020.0
EE,4.A.2 - Land converted to forest land,-259.32618,2021.0
EE,4.C - Grassland,-119.56245,1990.0
EE,4.C - Grassland,-173.91224,1999.0
EE,4.C - Grassland,-262.69315,2010.0
EE,4.C - Grassland,-269.92971,2012.0
EE,4.C - Grassland,-246.98134,2015.0
EE,4.C.1 - Grassland remaining grassland,-116.82109,1994.0
EE,4.C.1 - Grassland remaining grassland,-111.6486,2001.0
EE,4.C.1 - Grassland remaining grassland,-104.35933,2007.0
EE,4.C.1 - Grassland remaining grassland,-98.03085,2011.0
EE,4.C.1 - Grassland remaining grassland,-96.88786,2012.0
EE,4.C.1 - Grassland remaining grassland,-95.61186,2021.0
EE,4.C.1 - Grassland remaining grassland,-95.60381,2022.0
EE,4.C.2 - Land converted to grassland,-2.21448,1993.0
EE,4.C.2 - Land converted to grassland,-93.92053,2020.0
EE,4.G - Harvested Wood Products,-453.80516,2007.0
EU27_2020,4.A - Forest Land,-429006.37468,1994.0
EU27_2020,4.A - Forest Land,-453907.50691,2001.0
EU27_2020,4.A - Forest Land,-429615.14755,2005.0
EU27_2020,4.A - Forest Land,-429609.65558,2010.0
EU27_2020,4.A - Forest Land,-428519.86975,2012.0
EU27_2020,4.A - Forest Land,-329415.80952,2017.0
EU27_2020,4.A - Forest Land,-256940.91791,2020.0
EU27_2020,4.A - Forest Land,-273959.48901,2023.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-368248.82882,2002.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-197020.63,2022.0
EU27_2020,4.A.2 - Land converted to forest land,-55889.37529,1992.0
EU27_2020,4.A.2 - Land converted to forest land,-54481.32322,1998.0
EU27_2020,4.A.2 - Land converted to forest land,-58197.20297,2001.0
EU27_2020,4.A.2 - Land converted to forest land,-61000.17248,2015.0
EU27_2020,4.A.2 - Land converted to forest land,-55390.11903,2017.0
EU27_2020,4.C.2 - Land converted to grassland,-12656.76837,1993.0
EU27_2020,4.C.2 - Land converted to grassland,-12349.85851,2005.0
EU27_2020,4.C.2 - Land converted to grassland,-14212.75148,2008.0
EU27_2020,4.C.2 - Land converted to grassland,-12403.8855,2010.0
EU27_2020,4.G - Harvested Wood Products,-34838.99912,1998.0
EU27_2020,4.G - Harvested Wood Products,-38858.37088,1999.0
EU27_2020,4.G - Harvested Wood Products,-56091.75233,2005.0
EU27_2020,4.G - Harvested Wood Products,-44622.46419,2008.0
EU27_2020,4.G - Harvested Wood Products,-37796.35796,2020.0
EU27_2020,4.G - Harvested Wood Products,-46233.37461,2021.0
FR,4.A - Forest Land,-75397.54435,2008.0
FR,4.A - Forest Land,-67322.47572,2012.0
FR,4.A - Forest Land,-58957.2677,2015.0
FR,4.A - Forest Land,-51045.95092,2023.0
FR,4.A.1 - Forest Land remaining forest land,-55390.88087,2013.0
FR,4.A.1 - Forest Land remaining forest land,-29850.2563,2017.0
FR,4.A.1 - Forest Land remaining forest land,-33214.56691,2018.0
FR,4.A.2 - Land converted to forest land,-20531.98356,1991.0
FR,4.A.2 - Land converted to forest land,-19822.91315,1994.0
FR,4.A.2 - Land converted to forest land,-19083.03208,1997.0
FR,4.A.2 - Land converted to forest land,-16770.36216,2005.0
FR,4.A.2 - Land converted to forest land,-15305.18971,2012.0
FR,4.A.2 - Land converted to forest land,-15175.89121,2014.0
FR,4.A.2 - Land converted to forest land,-14936.73738,2017.0
FR,4.B.1 - Cropland remaining cropland,-4496.19132,2004.0
FR,4.C - Grassland,-7926.50712,1994.0
FR,4.C - Grassland,-3593.952,2014.0
FR,4.C - Grassland,-3000.43401,2017.0
FR,4.C - Grassland,-4759.77398,2021.0
FR,4.C.1 - Grassland remaining grassland,-887.8068,1990.0
FR,4.C.1 - Grassland remaining grassland,-1290.85301,1994.0
FR,4.C.1 - Grassland remaining grassland,-750.18187,2011.0
FR,4.C.2 - Land converted to grassland,-2309.08704,2006.0
FR,4.C.2 - Land converted to grassland,-5559.21504,2018.0
FR,4.C.2 - Land converted to grassland,-3756.62748,2023.0
FR,4.G - Harvested Wood Products,-2527.43144,1996.0
FR,4.G - Harvested Wood Products,-3578.47269,2004.0
FR,4.G - Harvested Wood Products,-4425.90427,2006.0
FR,4.G - Harvested Wood Products,-1353.38288,2009.0
FR,4.G - Harvested Wood Products,-2846.41787,2012.0
FR,4.G - Harvested Wood Products,-696.33936,2019.0
EU27_2020,4.A - Forest Land,-459284.24252,1998.0
EU27_2020,4.A - Forest Land,-426543.61951,2006.0
EU27_2020,4.A - Forest Land,-387997.39179,2016.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-328520.64671,2015.0
EU27_2020,4.A.2 - Land converted to forest land,-53866.46647,1990.0
EU27_2020,4.A.2 - Land converted to forest land,-55111.07372,1996.0
EU27_2020,4.A.2 - Land converted to forest land,-57795.49449,2007.0
EU27_2020,4.A.2 - Land converted to forest land,-63214.50019,2010.0
EU27_2020,4.A.2 - Land converted to forest land,-62690.83021,2011.0
EU27_2020,4.C.2 - Land converted to grassland,-16193.68987,2014.0
EU27_2020,4.C.2 - Land converted to grassland,-18326.1543,2016.0
EU27_2020,4.C.2 - Land converted to grassland,-19019.64269,2018.0
EU27_2020,4.G - Harvested Wood Products,-32566.62201,2012.0
EU27_2020,4.G - Harvested Wood Products,-29437.9514,2013.0
EU27_2020,4.G - Harvested Wood Products,-40782.6559,2019.0
EU27_2020,4.G - Harvested Wood Products,-30482.09231,2023.0
EU27_2020,4.A - Forest Land,-462389.58941,1999.0
EU27_2020,4.A - Forest Land,-407834.76604,2003.0
EU27_2020,4.A - Forest Land,-430375.95089,2004.0
EU27_2020,4.A - Forest Land,-388979.94977,2007.0
EU27_2020,4.A - Forest Land,-445068.69427,2008.0
EU27_2020,4.A - Forest Land,-438870.0024,2013.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-403618.90041,1991.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-379090.59164,1992.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-396199.76817,1997.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-350300.04431,2003.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-365638.93339,2006.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-392382.27742,2009.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-274025.69049,2017.0
EU27_2020,4.A.2 - Land converted to forest land,-54468.46535,1997.0
EU27_2020,4.A.2 - Land converted to forest land,-58344.9668,2002.0
EU27_2020,4.A.2 - Land converted to forest land,-60904.68612,2006.0
EU27_2020,4.A.2 - Land converted to forest land,-63074.43651,2009.0
EU27_2020,4.A.2 - Land converted to forest land,-62623.11484,2014.0
EU27_2020,4.A.2 - Land converted to forest land,-57718.01484,2019.0
EU27_2020,4.C.2 - Land converted to grassland,-9573.27663,2001.0
EU27_2020,4.C.2 - Land converted to grassland,-13795.95424,2006.0
EU27_2020,4.C.2 - Land converted to grassland,-13094.60774,2007.0
EU27_2020,4.G - Harvested Wood Products,-27051.79375,1996.0
EU27_2020,4.G - Harvested Wood Products,-54371.93676,2004.0
EU27_2020,4.G - Harvested Wood Products,-63494.14356,2006.0
EU27_2020,4.G - Harvested Wood Products,-28095.52986,2009.0
FI,4.A - Forest Land,-25566.05404,1998.0
FI,4.A - Forest Land,-31023.9764,2004.0
FI,4.A - Forest Land,-31496.37486,2010.0
FI,4.A - Forest Land,-30899.90932,2011.0
FI,4.A.1 - Forest Land remaining forest land,-36436.29557,1992.0
